Leverage,Final Balance,Return (%),Win Rate (%),MDD (%),Profit Factor,Total Trades,Ticker,Score
10,4.895363894360077,-99.51046361056399,41.66351606805293,-99.61387302516991,1.008302721991321,5290,ARUSDT,-0.9890332279095361
20,2.483932779923369,-99.75160672200765,44.636452559504406,-99.80101747633692,0.9909693082489701,3067,ARUSDT,-0.9895892841103948
1,1093.7327857182866,9.373278571828655,43.66197183098591,-7.577691187145591,1.2104929167291154,142,HANAUSDT,1.0927507609361502
5,1519.5677063044998,51.95677063044998,50.62344139650873,-16.865987873264206,1.2307237330211107,401,HANAUSDT,2.9081386934221185
10,779.9856331343908,-22.00143668656092,49.892933618843685,-59.73044876121055,1.0181754846195155,467,HANAUSDT,-0.3622801598761372
20,448.7716085336489,-55.122839146635116,51.52129817444219,-88.42814300014903,0.9715265040035943,493,HANAUSDT,-0.6163925280942404
1,984.2059642885525,-1.5794035711447465,35.621521335807046,-10.23851098091559,1.0195426642314973,539,1000CATUSDT,-0.14053494932084623
5,370.17217901994155,-62.98278209800585,40.57742782152231,-68.03239511445108,0.9814352210654603,1905,1000CATUSDT,-0.9123655929014867
10,38.22609317078342,-96.17739068292165,43.79683597002498,-96.28664114204018,0.9095632940025032,2402,1000CATUSDT,-0.9885981215293578
20,2.4973938344887667,-99.75026061655112,47.15835140997831,-99.75343472594412,0.8779854781510419,2305,1000CATUSDT,-0.9900432763198426
1,1026.483565511475,2.648356551147504,35.53113553113553,-12.332587178393323,1.0697396216564914,273,BABYUSDT,0.1986378574324575
5,590.4394552335252,-40.95605447664748,40.55343511450381,-50.41849523113196,0.9920727212772789,1048,BABYUSDT,-0.796523785702895
10,232.16825158014902,-76.7831748419851,42.720588235294116,-82.70326415049314,1.0126744506422996,1360,BABYUSDT,-0.9173259325219844
20,112.40285813462847,-88.75971418653715,46.53721682847897,-94.43533110463977,1.05535928389414,1545,BABYUSDT,-0.9300508853394854
1,890.2017316539495,-10.979826834605046,33.07086614173229,-22.956055673195582,0.8765218080009655,254,B2USDT,-0.45833199690257725
5,588.8301079027432,-41.11698920972568,38.79210220673635,-61.49872181326172,0.9596902770510729,861,B2USDT,-0.6578852817594902
10,108.90739073670045,-89.10926092632995,40.834057341442225,-94.43326770440586,0.8847040234654083,1151,B2USDT,-0.9337337290213741
20,4.336733977185164,-99.56632660228149,45.18348623853211,-99.7473751545114,0.9630857053685375,1308,B2USDT,-0.9882771283081212
1,946.2757743654315,-5.3724225634568485,33.72093023255814,-12.851486605607434,0.9696379494318356,344,B3USDT,-0.38785891481726986
5,637.3385059091419,-36.26614940908581,41.28086419753087,-47.672754736662824,1.0197779279334047,1296,B3USDT,-0.7451016406467802
10,252.01767560056305,-74.79823243994369,43.0471584038694,-83.47891738916212,1.0241145823639914,1654,B3USDT,-0.8854070903320977
20,44.12686633532541,-95.58731336646747,45.84450402144772,-98.21038349161839,1.0648077345730946,1865,B3USDT,-0.9634809382078742
